0.468019 0.315299 0.464987
-0.059878 0.356182 0.543211
-0.118501 0.401669 -0.88413
0.401048 -0.109062 0.299607
-0.345218 0.314902 -0.169484
0.419895 0.767697 0.294548
-0.610891 -0.609838 0.0796078
0.652904 0.613186 -0.17838
-0.0799831 -0.266342 -0.144645
0.654457 -0.337795 0.202776
0.0163735 -0.426123 0.724099
0.743816 -0.194161 0.213132
0.123081 -0.82341 0.0475365
0.236199 0.333091 0.435565
-0.641381 -0.605217 -0.344242
-0.872316 0.0901453 0.177134
0.513722 -0.436031 0.0390158
-0.260638 0.595233 0.0819553
0.161508 0.324829 0.176279
0.594766 0.0437718 -0.760276
0.416128 -0.814467 -0.00662088
-0.969156 -0.162824 0.138691
-0.0690486 -0.56966 0.363268
-0.152384 -0.553766 0.217977
0.391441 0.45421 0.0895836
0.481208 -0.66439 -0.178393
0.110845 -0.501207 -0.598723
0.596898 -0.704829 0.327628
-0.405569 -0.474479 -0.634792
0.31775 -0.366155 -0.254029
-0.579879 0.565107 0.512901
-0.721186 -0.225162 -0.432302
-0.316999 0.679316 -0.194405
-0.184621 0.349657 0.692255
-0.448361 -0.160258 -0.77662
-0.444631 -0.785684 -0.155361
0.666637 0.531168 0.103665
-0.223614 0.403477 0.737074
0.615948 -0.549014 0.36697
0.196265 -0.110361 0.868493
-0.813251 -0.240744 -0.437324
0.874063 0.210051 -0.0161197
0.275874 0.919366 0.183505
0.755577 -0.258518 0.0284341
-0.0144953 -0.562753 -0.448609
-0.215139 -0.45386 0.398301
0.36697 -0.170202 -0.672888
0.650964 -0.0488052 0.247028
-0.120805 -0.0663895 -0.0889402
-0.179429 0.811603 -0.0244001
-0.0103886 0.376753 0.759793
-0.0222822 0.265765 -0.192987
-0.41999 -0.5328 -0.561326
-0.339574 0.21245 -0.163787
-0.420282 0.586027 -0.0288341
0.351143 -0.333722 -0.418324
-0.288056 0.239289 0.429666
0.591206 -0.369563 0.300526
-0.752859 0.0190118 -0.393822
-0.450839 0.642218 0.318872
0.365719 -0.600369 0.581742
0.40421 -0.558323 0.289757
-0.148796 -0.175093 -0.379208
-0.847184 0.024633 -0.397064
