x,y,z
0.34423500389501976,-0.9301111049793441,0.1280452829568476
-0.6082147229004636,-0.7460017208242189,-0.2712126165472697
0.4481266002121964,0.7788049564188327,-0.4389138754240041
0.19460082853683155,0.3653289519487121,-0.9103105373447207
0.1660621077747417,0.9674467590592002,0.19097158099376962
-0.26175212178626717,-0.9651184336697215,-0.00567765191700521
0.5846691192006982,-0.8077398266939982,-0.07562005967618197
-0.32740912871472067,-0.6350566329124778,-0.6996472935902304
-0.4800687245596165,0.4202838550089748,0.769997078512963
-0.1966388597525724,-0.2514686848894198,-0.9476796185184072
-0.49499751232729694,0.6026459793302306,-0.6259355289380006
0.2826109720935238,0.8433095434326128,0.45712148539292247
0.48296934618453746,-0.8058281572628628,0.3426099700948869
-0.9618504098725588,0.26770071131638734,-0.056392536639975586
-0.4176320617781597,-0.9082281722818729,-0.026552740883983426
-0.8577074549282547,0.3636095041260917,0.36349147207283067
-0.6641828658499933,0.6843435700436016,0.30089034356600425
0.5143336948878804,-0.5769394525795134,0.6345090372565485
0.6014296382402676,0.7936536988710421,-0.09163076183517159
0.6106547572026645,0.6792323553990731,0.40711690567302933
0.5786780824863397,-0.8136087794970355,-0.05632433555113987
0.8893327059357925,0.4429795445473893,-0.11338633632633534
0.003336663545960256,-0.9655230283823019,-0.2602962703149046
0.0005232257137624957,0.49358191486379555,-0.869699154624311
0.5582877651749405,-0.5670927898787728,-0.6055745527377127
-0.23840733253317167,0.9130148655317165,-0.3310072493352971
-0.6068474650743899,0.7556803574996365,0.2463399103312512
0.928263116792636,-0.3621363981794938,-0.08476328872810582
0.2311040975476209,0.9132122066112816,-0.33561043159123355
0.24118079203601273,0.9571101462894094,-0.1605365797030289
-0.33801127142196646,-0.9321607267358467,-0.12971029227861552
0.700298808531565,0.27840053032684337,-0.657323910627784
0.09179465891500053,0.7772144098401166,0.6225042182439875
-0.43503650192689935,0.20639888942513954,0.8764375279706341
-0.8148789425443124,0.47722110970659914,-0.3289868104472663
0.07108563655438987,0.6004625141844403,0.7964870377695785
