0	1.03097e-05
1	0.0121318
2	0.28225
3	0.850681
4	0.547522
5	0.765969
6	0.730861
7	0.460967
8	0.208291
9	0.345714
10	0.674989
11	0.986911
12	0.879693
13	0.979709
14	0.318271
15	0.671221
16	0.0863124
17	0.474583
18	0.595613
19	0.216423
20	0.497946
21	0.833973
22	0.0890158
23	0.980204
24	0.244057
25	0.884196
26	0.885076
27	0.36751
28	0.89575
29	0.740959
30	0.192033
31	0.337721
32	0.543447
33	0.621454
34	0.750179
35	0.638714
36	0.09435
37	0.0163614
38	0.858539
39	0.356448
40	0.44331
41	0.213924
42	0.951301
43	0.800775
44	0.760651
45	0.980413
46	0.862035
47	0.759141
48	0.326496
49	0.426243
50	0.404012
51	0.109668
52	0.297681
53	0.467097
54	0.452618
55	0.394554
56	0.622884
57	0.722024
58	0.204893
59	0.903016
60	0.683451
61	0.479556
62	0.487776
63	0.257282
64	0.211901
65	0.234271
66	0.20245
67	0.201754
68	0.143858
69	0.51638
70	0.912194
71	0.409751
72	0.356276
73	0.82949
74	0.0610704
75	0.892886
76	0.348198
77	0.842152
78	0.0770591
79	0.038047
80	0.14429
81	0.699711
82	0.404358
83	0.558672
84	0.51767
85	0.518876
86	0.479735
87	0.411548
88	0.59434
89	0.39823
90	0.473879
91	0.617169
92	0.493573
93	0.99282
94	0.163211
95	0.924676
96	0.5672
97	0.711491
98	0.125305
99	0.866329
100	0.360922
101	0.687928
102	0.325414
103	0.0670597
104	0.934661
105	0.077963
106	0.34276
107	0.117807
108	0.916424
109	0.339232
110	0.804199
111	0.014767
112	0.840411
113	0.376852
114	0.850895
115	0.45549
116	0.865988
117	0.8943
118	0.846051
119	0.937361
120	0.38425
121	0.00840035
122	0.784273
123	0.131604
124	0.272982
125	0.144224
126	0.25902
127	0.298505
128	0.496733
129	0.768972
130	0.632005
131	0.437322
132	0.823202
133	0.0136779
134	0.81489
135	0.506808
136	0.0758372
137	0.477741
138	0.849398
139	0.724269
140	0.919058
141	0.363318
142	0.0930984
143	0.988577
144	0.233968
145	0.629844
146	0.747761
147	0.545059
148	0.28857
149	0.889415
150	0.906963
151	0.866399
152	0.165035
153	0.653052
154	0.305392
155	0.146755
156	0.162759
157	0.391517
158	0.293833
159	0.487309
160	0.106364
161	0.200089
162	0.75824
163	0.924947
164	0.258283
165	0.598064
166	0.255633
167	0.0783078
168	0.566305
169	0.560819
170	0.463785
171	0.937532
172	0.0999734
173	0.0487142
174	0.905948
175	0.849725
176	0.971987
177	0.213971
178	0.393973
179	0.382202
180	0.986844
181	0.355534
182	0.482286
183	0.572408
184	0.434635
185	0.544344
186	0.266232
187	0.451874
188	0.117362
189	0.812246
190	0.957214
191	0.99402
192	0.363447
193	0.597865
194	0.915922
195	0.055431
196	0.897205
197	0.607736
198	0.418269
199	0.340109
200	0.673323
201	0.675441
202	0.177158
203	0.110802
204	0.372379
205	0.0947064
206	0.790195
207	0.400454
208	0.460155
209	0.598082
210	0.739139
211	0.231677
212	0.615961
213	0.0362898
214	0.293565
215	0.742314
216	0.713186
217	0.732289
218	0.183186
219	0.903592
220	0.552516
221	0.798793
222	0.672395
223	0.0225611
224	0.64291
225	0.53624
226	0.622193
227	0.997408
228	0.67029
229	0.449514
230	0.372695
231	0.20579
232	0.442822
233	0.410581
234	0.931705
235	0.15407
236	0.574309
237	0.502494
238	0.241703
239	0.896768
240	0.781999
241	0.523958
242	0.0644552
243	0.990925
244	0.0128605
245	0.200935
246	0.163168
247	0.305704
248	0.204397
249	0.377015
250	0.990281
251	0.054368
252	0.171412
253	0.567633
254	0.0978553
255	0.331396
256	0.271607
257	0.340829
258	0.265929
259	0.170385
260	0.197687
261	0.258807
262	0.746315
263	0.756348
264	0.666245
265	0.329197
266	0.786987
267	0.642047
268	0.292665
269	0.52371
270	0.131768
271	0.727555
272	0.202046
273	0.496327
274	0.0371203
275	0.0651297
276	0.858583
277	0.750791
278	0.869086
279	0.056553
280	0.682381
281	0.450201
282	0.0697679
283	0.453526
284	0.881888
285	0.413106
286	0.942067
287	0.847937
288	0.340788
289	0.432247
290	0.261487
291	0.744204
292	0.810044
293	0.458732
294	0.801217
295	0.958355
296	0.329592
297	0.0939881
298	0.046564
299	0.841295
300	0.0137119
301	0.573603
302	0.935023
303	0.577082
304	0.461036
305	0.551426
306	0.863609
307	0.308326
308	0.611451
309	0.925598
310	0.592624
311	0.0462972
312	0.0208171
313	0.316445
314	0.0896957
315	0.526725
316	0.826907
317	0.189103
318	0.364479
319	0.33036
320	0.320323
321	0.624481
322	0.904309
323	0.09377
324	0.111077
325	0.0839417
326	0.200795
327	0.3062
328	0.545124
329	0.628519
330	0.551269
331	0.126234
332	0.373987
333	0.183263
334	0.712889
335	0.0544744
336	0.761887
337	0.47466
338	0.49164
339	0.878275
340	0.50811
341	0.0250424
342	0.237141
343	0.244147
344	0.612169
345	0.434541
346	0.186909
347	0.399652
348	0.612689
349	0.35902
350	0.31924
351	0.475172
352	0.619024
353	0.295068
354	0.583857
355	0.522218
356	0.942425
357	0.0169577
358	0.421979
359	0.024206
360	0.424082
361	0.883379
362	0.788798
363	0.663358
364	0.254979
365	0.876005
366	0.653935
367	0.852846
368	0.939341
369	0.853623
370	0.982511
371	0.649401
372	0.916431
373	0.178272
374	0.637219
375	0.0816974
376	0.223249
377	0.827586
378	0.851437
379	0.297683
380	0.588248
381	0.3117
382	0.49771
383	0.105102
384	0.799351
385	0.100162
386	0.29364
387	0.808554
388	0.161681
389	0.0677999
390	0.365573
391	0.131339
392	0.453852
393	0.84436
394	0.111576
395	0.530132
396	0.705659
397	0.489387
398	0.585563
399	0.207629
400	0.612797
401	0.0693027
402	0.737242
403	0.614901
404	0.374046
405	0.813717
406	0.0878043
407	0.610219
408	0.378146
409	0.323235
410	0.0169108
411	0.569163
412	0.361527
413	0.273457
414	0.0322853
415	0.662266
416	0.137994
417	0.124817
418	0.649628
419	0.270385
420	0.499062
421	0.724215
422	0.497295
423	0.0949072
424	0.824436
425	0.814837
426	0.67065
427	0.582042
428	0.51183
429	0.0816765
430	0.220083
431	0.383106
432	0.433539
433	0.175332
434	0.491406
435	0.649017
