0	0.10376
1	0.820557
2	0.755737
3	0.245483
4	0.86853
5	0.833984
6	0.897217
7	0.272705
8	0.182739
9	0.534668
10	0.452271
11	0.447632
12	0.0533447
13	0.53479
14	0.462646
15	0.329712
16	0.0289307
17	0.459351
18	0.0495605
19	0.213135
20	0.118652
21	0.0866699
22	0.367798
23	0.266602
24	0.663818
25	0.431396
26	0.673096
27	0.220093
28	0.710083
29	0.36438
30	0.975952
31	0.965942
32	0.115112
33	0.785645
34	0.787842
35	0.974609
36	0.851807
37	0.412354
38	0.0543213
39	0.617798
40	0.519165
41	0.134399
42	0.425293
43	0.154297
44	0.116821
45	0.930908
46	0.136841
47	0.632812
48	0.795532
49	0.628418
50	0.421997
51	0.874023
52	0.301025
53	0.59021
54	0.17395
55	0.787476
56	0.943481
57	0.205688
58	0.485596
59	0.28064
60	0.857178
61	0.868896
62	0.865112
63	0.543457
64	0.199463
65	0.956299
66	0.295288
67	0.102539
68	0.716797
69	0.935059
70	0.489624
71	0.623047
72	0.965332
73	0.0632324
74	0.375366
75	0.909912
76	0.351929
77	0.91748
78	0.995239
79	0.605591
80	0.481445
81	0.927734
82	0.866943
83	0.699097
84	0.43042
85	0.590088
86	0.163574
87	0.905396
88	0.967896
89	0.281128
90	0.898682
91	0.397217
92	0.767456
93	0.241699
94	0.546875
95	0.48999
96	0.654175
97	0.611572
98	0.989868
99	0.149048
100	0.670532
101	0.00219727
102	0.186768
103	0.877075
104	0.560425
105	0.641846
106	0.563477
107	0.901245
108	0.615112
109	0.290894
110	0.728882
111	0.962402
112	0.814087
113	0.205811
114	0.495972
115	0.16272
116	0.832764
117	0.793457
118	0.452026
119	0.42688
120	0.289185
121	0.583618
122	0.613525
123	0.156006
124	0.262085
125	0.279907
126	0.794922
127	0.576538
128	0.0117188
129	0.996094
130	0.678223
131	0.655884
132	0.756836
133	0.338867
134	0.807129
135	0.614258
136	0.218262
137	0.554443
138	0.133423
139	0.342285
140	0.0977783
141	0.312134
142	0.534546
143	0.441895
144	0.565552
145	0.0777588
146	0.610229
147	0.875732
148	0.446289
149	0.939087
150	0.832031
151	0.731201
152	0.159668
153	0.573364
154	0.741821
155	0.0625
156	0.31311
157	0.617554
158	0.498413
159	0.370239
160	0.474121
161	0.305176
162	0.942993
163	0.164185
164	0.957275
165	0.378296
166	0.159058
167	0.521484
168	0.331543
169	0.18457
170	0.690308
171	0.683228
172	0.0814209
173	0.921509
174	0.337769
175	0.713745
176	0.675659
177	0.437988
178	0.233521
179	0.851562
180	0.391602
181	0.290161
182	0.666626
183	0.670044
184	0.960571
185	0.658447
186	0.974731
187	0.862183
188	0.294434
189	0.0299072
190	0.542358
191	0.106079
