n       Approx Integral Exact Integral  Error
2       0.390533        0.3542  0.0363325
3       0.35436 0.3542  0.000160228
4       0.352174        0.3542  0.00202611
5       0.353945        0.3542  0.000255342
6       0.354238        0.3542  3.80348e-05
7       0.354172        0.3542  2.84919e-05
8       0.354149        0.3542  5.09814e-05
9       0.35415 0.3542  4.9664e-05
10      0.354152        0.3542  4.83243e-05
11      0.354152        0.3542  4.82599e-05
12      0.354152        0.3542  4.83251e-05
13      0.354152        0.3542  4.83352e-05
14      0.354152        0.3542  4.83327e-05
15      0.354152        0.3542  4.83319e-05
16      0.354152        0.3542  4.83319e-05
17      0.354152        0.3542  4.8332e-05
18      0.354152        0.3542  4.8332e-05
19      0.354152        0.3542  4.8332e-05
20      0.354152        0.3542  4.8332e-05
